Item Purchased,Category,Season,Review Rating,Previous Purchases,Frequency Ranking,cluster
Sweater,Clothing,Fall,0.8399999999999999,49,0.8000000000000002,1
Hat,Accessories,Fall,0.8399999999999999,33,0.4,0
Coat,Outerwear,Fall,0.040000000000000036,46,0.8000000000000002,1
Backpack,Accessories,Fall,0.040000000000000036,2,0.4,2
Backpack,Accessories,Fall,0.4800000000000002,10,0.0,2
Sunglasses,Accessories,Fall,0.7600000000000002,45,1.0,1
Shoes,Footwear,Fall,0.8800000000000001,48,0.8000000000000002,1
Pants,Clothing,Fall,0.3600000000000001,21,0.20000000000000007,0
Jewelry,Accessories,Fall,0.6000000000000001,1,1.0,2
Sweater,Clothing,Fall,0.4800000000000002,29,0.6,0
Jewelry,Accessories,Fall,0.72,33,0.20000000000000007,0
Hoodie,Clothing,Fall,0.72,28,0.4,0
Handbag,Accessories,Fall,0.2400000000000002,19,0.6,0
Backpack,Accessories,Fall,0.9600000000000002,20,1.0,0
Coat,Outerwear,Fall,1.0,39,0.4,1
Shirt,Clothing,Fall,0.6399999999999999,39,0.4,1
Gloves,Accessories,Fall,0.11999999999999988,39,0.8000000000000002,1
Dress,Clothing,Fall,0.8800000000000001,23,0.6,0
T-shirt,Clothing,Fall,0.15999999999999992,35,0.6,1
Blouse,Clothing,Fall,0.32000000000000006,25,0.0,0
Sandals,Footwear,Fall,0.3600000000000001,37,0.8000000000000002,1
Sweater,Clothing,Fall,0.20000000000000018,33,0.8000000000000002,0
Dress,Clothing,Fall,0.40000000000000013,38,0.0,1
Belt,Accessories,Fall,0.11999999999999988,49,0.6,1
Handbag,Accessories,Fall,0.040000000000000036,5,1.0,2
Boots,Footwear,Fall,0.32000000000000006,5,0.0,2
Jacket,Outerwear,Fall,0.7600000000000002,40,0.8000000000000002,1
Jewelry,Accessories,Fall,0.3600000000000001,19,1.0,0
Jewelry,Accessories,Fall,0.40000000000000013,43,0.6,1
T-shirt,Clothing,Fall,0.8800000000000001,36,0.0,1
Dress,Clothing,Fall,0.08000000000000007,20,0.8000000000000002,0
Sunglasses,Accessories,Fall,0.44000000000000017,48,0.8000000000000002,1
Sunglasses,Accessories,Fall,0.9600000000000002,36,1.0,1
T-shirt,Clothing,Fall,0.8800000000000001,4,0.6,2
Hat,Accessories,Fall,0.56,8,0.4,2
T-shirt,Clothing,Fall,0.3600000000000001,5,0.20000000000000007,2
Gloves,Accessories,Fall,0.9199999999999999,1,0.6,2
Scarf,Accessories,Fall,0.6800000000000002,17,0.0,0
Boots,Footwear,Fall,0.3600000000000001,27,0.4,0
Hoodie,Clothing,Fall,0.52,18,0.4,0
Gloves,Accessories,Fall,0.3600000000000001,6,0.20000000000000007,2
Jewelry,Accessories,Fall,0.6800000000000002,26,1.0,0
Belt,Accessories,Fall,0.56,43,0.8000000000000002,1
Skirt,Clothing,Fall,0.6800000000000002,6,0.4,2
Coat,Outerwear,Fall,0.0,11,0.20000000000000007,2
Sweater,Clothing,Fall,0.040000000000000036,34,0.8000000000000002,1
Jeans,Clothing,Fall,0.44000000000000017,40,0.8000000000000002,1
Handbag,Accessories,Fall,0.08000000000000007,4,0.8000000000000002,2
Socks,Clothing,Fall,0.6000000000000001,43,0.20000000000000007,1
Coat,Outerwear,Fall,0.6000000000000001,38,1.0,1
Belt,Accessories,Fall,0.9600000000000002,12,0.8000000000000002,2
Shoes,Footwear,Fall,0.8399999999999999,38,0.0,1
Boots,Footwear,Fall,0.9600000000000002,30,0.8000000000000002,0
Scarf,Accessories,Fall,0.9600000000000002,32,0.8000000000000002,0
Belt,Accessories,Fall,0.44000000000000017,17,0.6,0
Shoes,Footwear,Fall,0.6399999999999999,33,0.8000000000000002,0
Socks,Clothing,Fall,0.4800000000000002,27,0.8000000000000002,0
Shorts,Clothing,Fall,0.6800000000000002,5,0.20000000000000007,2
Jacket,Outerwear,Fall,0.0,28,0.8000000000000002,0
Handbag,Accessories,Fall,0.40000000000000013,11,0.20000000000000007,2
Hoodie,Clothing,Fall,0.6399999999999999,30,0.6,0
Sandals,Footwear,Fall,0.44000000000000017,33,0.8000000000000002,0
Shorts,Clothing,Fall,0.20000000000000018,50,0.0,1
Jacket,Outerwear,Fall,0.2400000000000002,33,1.0,0
Hoodie,Clothing,Fall,0.0,6,0.8000000000000002,2
Jacket,Outerwear,Fall,0.7600000000000002,10,0.0,2
Boots,Footwear,Fall,0.52,37,0.0,1
Sneakers,Footwear,Fall,0.72,30,0.6,0
Dress,Clothing,Fall,0.7600000000000002,49,0.0,1
Belt,Accessories,Fall,0.11999999999999988,50,1.0,1
Hat,Accessories,Fall,0.32000000000000006,42,0.4,1
Belt,Accessories,Fall,0.08000000000000007,36,1.0,1
Sneakers,Footwear,Fall,0.040000000000000036,29,0.0,0
Sneakers,Footwear,Fall,0.6800000000000002,13,0.6,2
Boots,Footwear,Fall,0.8,26,0.8000000000000002,0
T-shirt,Clothing,Fall,0.8,20,0.8000000000000002,0
Hoodie,Clothing,Fall,0.040000000000000036,2,0.8000000000000002,2
Blouse,Clothing,Fall,0.9199999999999999,21,0.8000000000000002,0
Hat,Accessories,Fall,0.2400000000000002,28,0.6,0
Hat,Accessories,Fall,0.40000000000000013,18,0.0,0
Boots,Footwear,Fall,0.4800000000000002,37,0.4,1
Coat,Outerwear,Fall,0.28000000000000025,37,0.6,1
Jacket,Outerwear,Fall,0.40000000000000013,30,0.4,0
T-shirt,Clothing,Fall,0.44000000000000017,50,0.0,1
Hat,Accessories,Fall,0.40000000000000013,34,0.6,1
Handbag,Accessories,Fall,1.0,12,0.20000000000000007,2
Shoes,Footwear,Fall,0.28000000000000025,20,0.6,0
Dress,Clothing,Fall,0.44000000000000017,4,0.8000000000000002,2
Hat,Accessories,Fall,0.6000000000000001,3,0.8000000000000002,2
Jacket,Outerwear,Fall,0.0,14,0.20000000000000007,2
Scarf,Accessories,Fall,0.8,41,0.20000000000000007,1
Boots,Footwear,Fall,0.6000000000000001,44,0.4,1
Socks,Clothing,Fall,0.6800000000000002,44,1.0,1
Blouse,Clothing,Fall,0.11999999999999988,32,0.20000000000000007,0
Handbag,Accessories,Fall,0.4800000000000002,13,0.6,2
Pants,Clothing,Fall,0.20000000000000018,3,1.0,2
Belt,Accessories,Fall,0.9199999999999999,39,0.6,1
Jeans,Clothing,Fall,0.6000000000000001,7,0.8000000000000002,2
Sweater,Clothing,Fall,0.40000000000000013,11,0.8000000000000002,2
Socks,Clothing,Fall,0.6800000000000002,7,0.8000000000000002,2
Socks,Clothing,Fall,0.08000000000000007,19,0.8000000000000002,0
Sunglasses,Accessories,Fall,0.11999999999999988,24,0.4,0
Socks,Clothing,Fall,0.040000000000000036,39,0.20000000000000007,1
Shoes,Footwear,Fall,0.20000000000000018,1,0.8000000000000002,2
Boots,Footwear,Fall,0.040000000000000036,21,0.0,0
Shirt,Clothing,Fall,0.0,47,1.0,1
Skirt,Clothing,Fall,0.72,33,0.0,0
Shorts,Clothing,Fall,0.40000000000000013,34,0.8000000000000002,1
Jewelry,Accessories,Fall,0.040000000000000036,45,0.8000000000000002,1
Sweater,Clothing,Fall,0.7600000000000002,49,0.8000000000000002,1
Scarf,Accessories,Fall,0.52,22,0.0,0
T-shirt,Clothing,Fall,0.6399999999999999,48,0.4,1
Coat,Outerwear,Fall,0.040000000000000036,48,0.20000000000000007,1
Sweater,Clothing,Fall,0.040000000000000036,45,0.8000000000000002,1
Gloves,Accessories,Fall,0.20000000000000018,39,0.8000000000000002,1
Sweater,Clothing,Fall,0.15999999999999992,24,0.8000000000000002,0
Hat,Accessories,Fall,0.2400000000000002,8,0.4,2
Sneakers,Footwear,Fall,0.11999999999999988,26,1.0,0
Shorts,Clothing,Fall,0.11999999999999988,50,0.8000000000000002,1
Hoodie,Clothing,Fall,0.20000000000000018,31,0.8000000000000002,0
Skirt,Clothing,Fall,0.040000000000000036,47,0.0,1
Hat,Accessories,Fall,0.6000000000000001,37,1.0,1
T-shirt,Clothing,Fall,0.28000000000000025,25,0.4,0
Hat,Accessories,Fall,0.0,38,0.6,1
Jeans,Clothing,Fall,0.7600000000000002,25,0.8000000000000002,0
Handbag,Accessories,Fall,0.6000000000000001,8,0.0,2
T-shirt,Clothing,Fall,0.040000000000000036,47,0.4,1
Belt,Accessories,Fall,0.7600000000000002,11,0.4,2
Handbag,Accessories,Fall,0.44000000000000017,46,0.0,1
Shorts,Clothing,Fall,0.2400000000000002,37,0.6,1
Backpack,Accessories,Fall,0.8,3,0.20000000000000007,2
Belt,Accessories,Fall,0.3600000000000001,19,0.20000000000000007,0
Hat,Accessories,Fall,0.20000000000000018,37,0.0,1
Jacket,Outerwear,Fall,1.0,18,0.8000000000000002,0
Sneakers,Footwear,Fall,0.56,26,0.20000000000000007,0
Sandals,Footwear,Fall,0.8,3,1.0,2
Handbag,Accessories,Fall,0.20000000000000018,16,0.0,2
Sunglasses,Accessories,Fall,0.6399999999999999,5,0.4,2
Jacket,Outerwear,Fall,0.52,5,0.0,2
Boots,Footwear,Fall,0.040000000000000036,12,0.0,2
Jeans,Clothing,Fall,0.3600000000000001,27,0.20000000000000007,0
Gloves,Accessories,Fall,0.040000000000000036,16,1.0,2
Sandals,Footwear,Fall,0.3600000000000001,18,0.8000000000000002,0
Gloves,Accessories,Fall,0.6399999999999999,2,0.8000000000000002,2
Dress,Clothing,Fall,0.3600000000000001,30,1.0,0
Sandals,Footwear,Fall,0.6000000000000001,8,0.4,2
Hat,Accessories,Fall,0.6399999999999999,38,0.8000000000000002,1
Skirt,Clothing,Fall,0.56,45,0.6,1
Blouse,Clothing,Fall,0.6000000000000001,14,0.0,2
Hoodie,Clothing,Fall,0.32000000000000006,20,0.20000000000000007,0
Sweater,Clothing,Fall,0.8,1,0.6,2
Shorts,Clothing,Fall,0.11999999999999988,31,0.8000000000000002,0
Hoodie,Clothing,Fall,0.4800000000000002,18,0.20000000000000007,0
Gloves,Accessories,Fall,0.40000000000000013,45,0.8000000000000002,1
Jacket,Outerwear,Fall,0.15999999999999992,10,1.0,2
Sweater,Clothing,Fall,0.6399999999999999,30,0.20000000000000007,0
Sneakers,Footwear,Fall,0.11999999999999988,50,1.0,1
Belt,Accessories,Fall,0.44000000000000017,42,0.8000000000000002,1
Shirt,Clothing,Fall,1.0,21,1.0,0
Sneakers,Footwear,Fall,0.15999999999999992,37,0.6,1
Shoes,Footwear,Fall,0.6800000000000002,12,0.20000000000000007,2
Hat,Accessories,Fall,0.2400000000000002,19,0.20000000000000007,0
Gloves,Accessories,Fall,0.32000000000000006,50,0.0,1
Handbag,Accessories,Fall,0.15999999999999992,20,0.8000000000000002,0
Boots,Footwear,Fall,0.9199999999999999,26,1.0,0
Belt,Accessories,Fall,0.7600000000000002,5,0.0,2
Hoodie,Clothing,Fall,0.15999999999999992,31,0.4,0
T-shirt,Clothing,Fall,0.9600000000000002,14,0.20000000000000007,2
Dress,Clothing,Fall,0.44000000000000017,42,1.0,1
Sunglasses,Accessories,Fall,0.72,1,0.0,2
Skirt,Clothing,Fall,0.11999999999999988,4,0.20000000000000007,2
Dress,Clothing,Fall,0.4800000000000002,39,0.6,1
Coat,Outerwear,Fall,0.72,29,1.0,0
Hat,Accessories,Fall,0.8800000000000001,5,0.0,2
Belt,Accessories,Fall,0.2400000000000002,10,0.8000000000000002,2
Belt,Accessories,Fall,0.52,25,0.4,0
Blouse,Clothing,Fall,0.6000000000000001,44,0.8000000000000002,1
Handbag,Accessories,Fall,0.08000000000000007,5,0.4,2
Jacket,Outerwear,Fall,0.44000000000000017,24,1.0,0
T-shirt,Clothing,Fall,0.11999999999999988,38,0.8000000000000002,1
Sneakers,Footwear,Fall,0.8399999999999999,8,1.0,2
Jewelry,Accessories,Fall,0.040000000000000036,1,0.8000000000000002,2
Jacket,Outerwear,Fall,0.6000000000000001,4,0.4,2
Scarf,Accessories,Fall,0.040000000000000036,8,0.8000000000000002,2
Coat,Outerwear,Fall,0.8800000000000001,39,1.0,1
Backpack,Accessories,Fall,0.44000000000000017,22,0.0,0
Sandals,Footwear,Fall,0.40000000000000013,1,1.0,2
Blouse,Clothing,Fall,0.08000000000000007,12,0.4,2
Dress,Clothing,Fall,0.3600000000000001,3,0.8000000000000002,2
Sandals,Footwear,Fall,0.40000000000000013,12,0.0,2
Jacket,Outerwear,Fall,0.40000000000000013,34,0.0,1
Skirt,Clothing,Fall,0.8800000000000001,6,0.0,2
Pants,Clothing,Fall,0.15999999999999992,29,0.4,0
Scarf,Accessories,Fall,0.6000000000000001,41,1.0,1
Sandals,Footwear,Fall,0.6800000000000002,2,0.6,2
Sweater,Clothing,Fall,0.52,26,0.4,0
Belt,Accessories,Fall,0.2400000000000002,24,0.20000000000000007,0
Jacket,Outerwear,Fall,0.0,35,0.4,1
Pants,Clothing,Fall,0.9600000000000002,1,0.0,2
Boots,Footwear,Fall,0.8399999999999999,33,0.8000000000000002,0
Gloves,Accessories,Fall,0.56,46,0.8000000000000002,1
Shorts,Clothing,Fall,0.72,20,0.0,0
Sweater,Clothing,Fall,0.56,6,0.6,2
Hat,Accessories,Fall,0.6399999999999999,18,0.6,0
Jewelry,Accessories,Fall,0.44000000000000017,26,0.4,0
Belt,Accessories,Fall,0.08000000000000007,44,0.4,1
Boots,Footwear,Fall,0.3600000000000001,24,0.0,0
Jacket,Outerwear,Fall,0.56,46,0.4,1
Shirt,Clothing,Fall,0.20000000000000018,44,0.4,1
Blouse,Clothing,Fall,0.20000000000000018,31,0.20000000000000007,0
Jeans,Clothing,Fall,0.56,34,1.0,1
Sunglasses,Accessories,Fall,0.9600000000000002,40,1.0,1
Hat,Accessories,Fall,0.8,33,0.8000000000000002,0
Sandals,Footwear,Fall,0.6000000000000001,8,0.6,2
Dress,Clothing,Fall,0.28000000000000025,22,0.8000000000000002,0
Jeans,Clothing,Fall,0.6000000000000001,24,0.20000000000000007,0
Hoodie,Clothing,Fall,0.08000000000000007,26,0.4,0
Backpack,Accessories,Fall,0.40000000000000013,34,0.4,1
Sunglasses,Accessories,Fall,0.40000000000000013,24,0.0,0
Scarf,Accessories,Fall,0.8,23,0.8000000000000002,0
Pants,Clothing,Fall,0.72,8,1.0,2
Sunglasses,Accessories,Fall,0.6800000000000002,48,0.20000000000000007,1
Jewelry,Accessories,Fall,0.6800000000000002,46,0.4,1
Sweater,Clothing,Fall,0.20000000000000018,40,0.8000000000000002,1
Boots,Footwear,Fall,0.6000000000000001,21,1.0,0
Jewelry,Accessories,Fall,0.8800000000000001,15,0.6,2
Jewelry,Accessories,Fall,0.6399999999999999,21,0.8000000000000002,0
Shorts,Clothing,Fall,0.08000000000000007,43,0.4,1
Sandals,Footwear,Fall,0.8399999999999999,12,0.8000000000000002,2
Shirt,Clothing,Fall,0.6399999999999999,3,0.6,2
Jewelry,Accessories,Fall,0.28000000000000025,45,0.8000000000000002,1
Boots,Footwear,Fall,0.6000000000000001,49,0.8000000000000002,1
Gloves,Accessories,Fall,0.56,44,0.20000000000000007,1
Jacket,Outerwear,Fall,0.3600000000000001,49,0.6,1
Pants,Clothing,Fall,0.44000000000000017,20,1.0,0
Boots,Footwear,Fall,0.52,15,0.4,2
Blouse,Clothing,Fall,0.3600000000000001,49,0.8000000000000002,1
Dress,Clothing,Fall,0.8,24,0.8000000000000002,0
Socks,Clothing,Fall,0.9600000000000002,37,0.8000000000000002,1
Gloves,Accessories,Fall,0.6800000000000002,25,0.20000000000000007,0
Jacket,Outerwear,Fall,0.9600000000000002,45,0.8000000000000002,1
Hat,Accessories,Fall,0.8800000000000001,1,0.8000000000000002,2
Shirt,Clothing,Fall,0.40000000000000013,48,0.0,1
Hoodie,Clothing,Fall,0.6399999999999999,36,0.6,1
Shorts,Clothing,Fall,0.9600000000000002,25,0.8000000000000002,0
Pants,Clothing,Fall,0.52,7,0.4,2
T-shirt,Clothing,Fall,0.52,9,0.8000000000000002,2
Jeans,Clothing,Fall,0.72,1,0.0,2
Shirt,Clothing,Fall,0.6800000000000002,26,1.0,0
Backpack,Accessories,Fall,0.2400000000000002,12,0.6,2
Pants,Clothing,Fall,0.32000000000000006,10,0.0,2
Hoodie,Clothing,Fall,0.28000000000000025,36,0.0,1
Sunglasses,Accessories,Fall,0.2400000000000002,38,0.0,1
Skirt,Clothing,Fall,0.9199999999999999,23,0.8000000000000002,0
Dress,Clothing,Fall,0.52,18,0.8000000000000002,0
Jewelry,Accessories,Fall,0.11999999999999988,14,1.0,2
Dress,Clothing,Fall,0.44000000000000017,48,0.20000000000000007,1
Hoodie,Clothing,Fall,0.9600000000000002,24,1.0,0
Jewelry,Accessories,Fall,0.52,46,0.8000000000000002,1
Backpack,Accessories,Fall,0.72,34,1.0,1
Shirt,Clothing,Fall,0.8800000000000001,9,0.20000000000000007,2
T-shirt,Clothing,Fall,0.4800000000000002,49,0.4,1
Pants,Clothing,Fall,0.08000000000000007,40,0.8000000000000002,1
Gloves,Accessories,Fall,0.6399999999999999,22,0.6,0
Sweater,Clothing,Fall,0.9600000000000002,10,0.4,2
Sneakers,Footwear,Fall,0.20000000000000018,22,0.0,0
Hat,Accessories,Fall,0.52,45,0.0,1
Jeans,Clothing,Fall,0.6000000000000001,9,0.8000000000000002,2
Hoodie,Clothing,Fall,0.56,47,1.0,1
Handbag,Accessories,Fall,0.56,24,0.20000000000000007,0
