Item Purchased,Category,Season,Review Rating,Previous Purchases,Frequency Ranking,cluster
Shirt,Clothing,Summer,0.72,42,0.20000000000000007,0
Gloves,Accessories,Summer,0.8399999999999999,34,0.6,2
Sunglasses,Accessories,Summer,0.20000000000000018,31,0.8000000000000002,2
Skirt,Clothing,Summer,0.3600000000000001,8,1.0,1
Shoes,Footwear,Summer,0.20000000000000018,5,0.8000000000000002,1
Jacket,Outerwear,Summer,0.32000000000000006,3,0.0,1
Shorts,Clothing,Summer,0.44000000000000017,4,1.0,1
Jewelry,Accessories,Summer,0.56,42,0.8000000000000002,0
Pants,Clothing,Summer,0.8800000000000001,4,1.0,1
Gloves,Accessories,Summer,0.11999999999999988,10,0.20000000000000007,1
T-shirt,Clothing,Summer,0.8,34,0.8000000000000002,2
Backpack,Accessories,Summer,0.15999999999999992,31,0.20000000000000007,2
Shoes,Footwear,Summer,0.15999999999999992,12,0.8000000000000002,1
Boots,Footwear,Summer,0.56,41,0.8000000000000002,0
Hat,Accessories,Summer,0.52,32,1.0,2
Dress,Clothing,Summer,0.32000000000000006,29,0.6,2
T-shirt,Clothing,Summer,0.6800000000000002,6,0.8000000000000002,1
Gloves,Accessories,Summer,0.15999999999999992,17,0.8000000000000002,1
Jacket,Outerwear,Summer,0.6800000000000002,41,0.0,0
Hat,Accessories,Summer,0.7600000000000002,6,0.4,1
Socks,Clothing,Summer,0.15999999999999992,12,0.0,1
Gloves,Accessories,Summer,0.4800000000000002,24,1.0,2
Dress,Clothing,Summer,0.20000000000000018,36,0.8000000000000002,0
Pants,Clothing,Summer,0.15999999999999992,47,0.8000000000000002,0
Coat,Outerwear,Summer,0.72,40,0.0,0
Sandals,Footwear,Summer,0.32000000000000006,45,0.8000000000000002,0
Shorts,Clothing,Summer,0.56,33,0.8000000000000002,2
Handbag,Accessories,Summer,0.8,5,0.4,1
Pants,Clothing,Summer,0.4800000000000002,6,0.20000000000000007,1
Shorts,Clothing,Summer,0.72,29,0.6,2
Jewelry,Accessories,Summer,0.2400000000000002,32,1.0,2
Sunglasses,Accessories,Summer,0.8399999999999999,42,0.8000000000000002,0
Jewelry,Accessories,Summer,0.7600000000000002,37,0.8000000000000002,0
Sneakers,Footwear,Summer,0.6000000000000001,37,0.6,0
Skirt,Clothing,Summer,0.20000000000000018,9,0.6,1
Skirt,Clothing,Summer,0.40000000000000013,4,0.4,1
Handbag,Accessories,Summer,0.9199999999999999,3,0.8000000000000002,1
Jewelry,Accessories,Summer,0.040000000000000036,6,0.20000000000000007,1
Shoes,Footwear,Summer,0.7600000000000002,4,0.8000000000000002,1
Sneakers,Footwear,Summer,0.28000000000000025,28,0.8000000000000002,2
Sweater,Clothing,Summer,0.44000000000000017,27,0.0,2
Sandals,Footwear,Summer,0.32000000000000006,49,1.0,0
Jacket,Outerwear,Summer,0.44000000000000017,4,0.20000000000000007,1
Pants,Clothing,Summer,0.32000000000000006,17,0.0,1
Jewelry,Accessories,Summer,0.9600000000000002,28,0.4,2
Sneakers,Footwear,Summer,0.8800000000000001,48,0.4,0
Shirt,Clothing,Summer,0.9199999999999999,37,0.4,0
Coat,Outerwear,Summer,0.2400000000000002,36,1.0,0
Socks,Clothing,Summer,0.15999999999999992,34,0.6,2
Shorts,Clothing,Summer,0.40000000000000013,39,0.0,0
Hat,Accessories,Summer,0.8399999999999999,40,0.8000000000000002,0
Sandals,Footwear,Summer,0.7600000000000002,26,0.6,2
Hat,Accessories,Summer,0.44000000000000017,36,0.0,0
Pants,Clothing,Summer,0.20000000000000018,18,0.8000000000000002,2
Shoes,Footwear,Summer,0.20000000000000018,7,0.0,1
Gloves,Accessories,Summer,0.4800000000000002,50,0.4,0
Belt,Accessories,Summer,0.32000000000000006,45,0.4,0
Sweater,Clothing,Summer,0.4800000000000002,7,1.0,1
Coat,Outerwear,Summer,0.8399999999999999,11,0.8000000000000002,1
Sunglasses,Accessories,Summer,0.7600000000000002,6,0.4,1
Coat,Outerwear,Summer,0.8399999999999999,38,0.8000000000000002,0
Handbag,Accessories,Summer,0.08000000000000007,10,0.4,1
Jeans,Clothing,Summer,0.52,15,0.20000000000000007,1
Jeans,Clothing,Summer,0.11999999999999988,15,0.20000000000000007,1
Jacket,Outerwear,Summer,0.2400000000000002,3,1.0,1
Jewelry,Accessories,Summer,0.8399999999999999,48,0.6,0
Shirt,Clothing,Summer,0.40000000000000013,40,0.20000000000000007,0
Pants,Clothing,Summer,0.8399999999999999,41,1.0,0
Jewelry,Accessories,Summer,0.040000000000000036,41,0.20000000000000007,0
Jacket,Outerwear,Summer,0.3600000000000001,31,0.6,2
Sunglasses,Accessories,Summer,0.44000000000000017,24,0.20000000000000007,2
Dress,Clothing,Summer,0.72,31,0.20000000000000007,2
Shirt,Clothing,Summer,0.6399999999999999,15,0.6,1
Gloves,Accessories,Summer,0.3600000000000001,35,0.8000000000000002,0
Jewelry,Accessories,Summer,0.15999999999999992,35,0.6,0
Boots,Footwear,Summer,0.08000000000000007,19,0.6,2
Jewelry,Accessories,Summer,0.72,26,0.8000000000000002,2
Pants,Clothing,Summer,0.32000000000000006,39,0.8000000000000002,0
Jacket,Outerwear,Summer,0.28000000000000025,14,0.8000000000000002,1
Shoes,Footwear,Summer,0.4800000000000002,27,1.0,2
Jewelry,Accessories,Summer,0.08000000000000007,29,1.0,2
Skirt,Clothing,Summer,0.11999999999999988,25,0.4,2
Dress,Clothing,Summer,0.8399999999999999,6,0.0,1
Sweater,Clothing,Summer,0.040000000000000036,15,0.4,1
Sneakers,Footwear,Summer,0.08000000000000007,18,0.20000000000000007,2
Sweater,Clothing,Summer,0.4800000000000002,49,1.0,0
Hoodie,Clothing,Summer,0.9199999999999999,30,0.8000000000000002,2
Hat,Accessories,Summer,0.8800000000000001,28,0.4,2
Socks,Clothing,Summer,0.28000000000000025,40,0.20000000000000007,0
Coat,Outerwear,Summer,0.4800000000000002,24,0.8000000000000002,2
Backpack,Accessories,Summer,0.8800000000000001,19,0.8000000000000002,2
Shoes,Footwear,Summer,0.28000000000000025,26,0.4,2
T-shirt,Clothing,Summer,0.56,17,1.0,1
Belt,Accessories,Summer,0.7600000000000002,17,0.4,1
Shirt,Clothing,Summer,0.9199999999999999,44,0.20000000000000007,0
Blouse,Clothing,Summer,0.20000000000000018,14,0.20000000000000007,1
Sandals,Footwear,Summer,0.32000000000000006,30,0.0,2
Coat,Outerwear,Summer,0.40000000000000013,48,0.20000000000000007,0
Belt,Accessories,Summer,0.32000000000000006,12,1.0,1
Sneakers,Footwear,Summer,0.20000000000000018,34,1.0,2
Jeans,Clothing,Summer,0.40000000000000013,40,0.20000000000000007,0
Pants,Clothing,Summer,0.6000000000000001,36,0.6,0
Scarf,Accessories,Summer,0.8399999999999999,26,0.20000000000000007,2
Pants,Clothing,Summer,0.28000000000000025,23,0.8000000000000002,2
Shoes,Footwear,Summer,0.44000000000000017,47,0.4,0
Shoes,Footwear,Summer,0.8,36,0.20000000000000007,0
Jewelry,Accessories,Summer,0.3600000000000001,19,0.8000000000000002,2
Backpack,Accessories,Summer,0.8800000000000001,5,0.8000000000000002,1
Shoes,Footwear,Summer,0.6800000000000002,10,0.0,1
Shorts,Clothing,Summer,0.0,27,0.0,2
Sandals,Footwear,Summer,0.040000000000000036,23,0.20000000000000007,2
Backpack,Accessories,Summer,0.8399999999999999,1,0.0,1
Boots,Footwear,Summer,0.6399999999999999,27,0.8000000000000002,2
Sneakers,Footwear,Summer,0.56,46,1.0,0
Handbag,Accessories,Summer,0.11999999999999988,14,0.0,1
Sandals,Footwear,Summer,0.08000000000000007,41,0.6,0
Skirt,Clothing,Summer,0.7600000000000002,28,0.8000000000000002,2
Backpack,Accessories,Summer,0.72,37,1.0,0
Hoodie,Clothing,Summer,0.6800000000000002,15,0.8000000000000002,1
Blouse,Clothing,Summer,0.4800000000000002,23,0.8000000000000002,2
Hat,Accessories,Summer,0.15999999999999992,41,0.8000000000000002,0
Handbag,Accessories,Summer,0.7600000000000002,23,0.20000000000000007,2
Jeans,Clothing,Summer,0.56,6,0.4,1
Socks,Clothing,Summer,0.08000000000000007,41,0.20000000000000007,0
Jacket,Outerwear,Summer,0.6000000000000001,49,0.8000000000000002,0
Hat,Accessories,Summer,0.8800000000000001,42,0.6,0
Scarf,Accessories,Summer,0.8800000000000001,44,0.6,0
Hoodie,Clothing,Summer,0.8800000000000001,35,0.0,0
Backpack,Accessories,Summer,0.15999999999999992,37,0.8000000000000002,0
Shorts,Clothing,Summer,0.4800000000000002,15,0.0,1
Scarf,Accessories,Summer,0.8399999999999999,40,0.4,0
Dress,Clothing,Summer,0.20000000000000018,21,1.0,2
Pants,Clothing,Summer,0.8,49,0.4,0
Jeans,Clothing,Summer,0.9199999999999999,27,1.0,2
Backpack,Accessories,Summer,0.3600000000000001,19,0.8000000000000002,2
Jacket,Outerwear,Summer,0.8399999999999999,23,0.6,2
Blouse,Clothing,Summer,0.52,36,0.4,0
Hoodie,Clothing,Summer,0.040000000000000036,39,0.8000000000000002,0
Shirt,Clothing,Summer,0.8399999999999999,25,0.20000000000000007,2
Shorts,Clothing,Summer,0.32000000000000006,42,0.8000000000000002,0
Blouse,Clothing,Summer,0.7600000000000002,41,0.0,0
Sweater,Clothing,Summer,0.72,50,0.8000000000000002,0
Shorts,Clothing,Summer,0.44000000000000017,20,0.0,2
Sunglasses,Accessories,Summer,0.28000000000000025,46,0.0,0
Boots,Footwear,Summer,0.56,28,0.8000000000000002,2
Shorts,Clothing,Summer,0.40000000000000013,26,0.8000000000000002,2
Jeans,Clothing,Summer,0.11999999999999988,22,0.8000000000000002,2
T-shirt,Clothing,Summer,0.8800000000000001,23,0.0,2
Pants,Clothing,Summer,0.2400000000000002,21,0.4,2
Belt,Accessories,Summer,0.9199999999999999,24,0.8000000000000002,2
Shoes,Footwear,Summer,0.8399999999999999,39,0.0,0
Sneakers,Footwear,Summer,0.20000000000000018,13,0.4,1
Hat,Accessories,Summer,0.40000000000000013,11,0.4,1
Socks,Clothing,Summer,0.15999999999999992,23,0.20000000000000007,2
Hoodie,Clothing,Summer,0.8,15,1.0,1
Pants,Clothing,Summer,0.52,18,0.4,2
Sweater,Clothing,Summer,0.9600000000000002,12,0.4,1
Scarf,Accessories,Summer,0.2400000000000002,35,0.8000000000000002,0
Pants,Clothing,Summer,0.52,16,0.6,1
Sandals,Footwear,Summer,0.8399999999999999,34,0.20000000000000007,2
Belt,Accessories,Summer,0.32000000000000006,31,0.20000000000000007,2
Socks,Clothing,Summer,0.040000000000000036,20,0.0,2
Boots,Footwear,Summer,0.040000000000000036,28,0.4,2
Dress,Clothing,Summer,0.4800000000000002,40,0.6,0
Jeans,Clothing,Summer,0.08000000000000007,46,0.4,0
Boots,Footwear,Summer,0.28000000000000025,32,1.0,2
Handbag,Accessories,Summer,0.15999999999999992,14,0.20000000000000007,1
Sweater,Clothing,Summer,0.56,24,0.6,2
Gloves,Accessories,Summer,0.72,47,0.0,0
Backpack,Accessories,Summer,0.2400000000000002,18,1.0,2
Boots,Footwear,Summer,0.0,21,1.0,2
Shirt,Clothing,Summer,0.6800000000000002,18,1.0,2
Sweater,Clothing,Summer,0.040000000000000036,28,0.8000000000000002,2
Hoodie,Clothing,Summer,0.28000000000000025,6,1.0,1
Sandals,Footwear,Summer,0.15999999999999992,19,0.6,2
Shirt,Clothing,Summer,0.40000000000000013,47,0.8000000000000002,0
Sneakers,Footwear,Summer,0.56,42,0.8000000000000002,0
Sunglasses,Accessories,Summer,0.08000000000000007,11,0.8000000000000002,1
Dress,Clothing,Summer,0.28000000000000025,2,0.0,1
Boots,Footwear,Summer,0.6800000000000002,24,0.4,2
Sandals,Footwear,Summer,0.6399999999999999,7,0.0,1
Belt,Accessories,Summer,0.52,1,1.0,1
Sunglasses,Accessories,Summer,0.9600000000000002,37,1.0,0
Sandals,Footwear,Summer,0.08000000000000007,18,0.20000000000000007,2
Shorts,Clothing,Summer,0.44000000000000017,48,0.6,0
Skirt,Clothing,Summer,0.56,24,0.0,2
Shorts,Clothing,Summer,0.08000000000000007,43,0.6,0
Sweater,Clothing,Summer,0.6000000000000001,20,0.20000000000000007,2
Scarf,Accessories,Summer,0.8800000000000001,34,0.6,2
Hat,Accessories,Summer,0.11999999999999988,5,0.6,1
Dress,Clothing,Summer,0.6399999999999999,27,0.0,2
Belt,Accessories,Summer,0.72,37,1.0,0
Coat,Outerwear,Summer,0.6399999999999999,18,1.0,2
Sneakers,Footwear,Summer,0.7600000000000002,8,0.8000000000000002,1
Shoes,Footwear,Summer,0.08000000000000007,28,1.0,2
Shorts,Clothing,Summer,0.08000000000000007,18,0.4,2
Boots,Footwear,Summer,0.6399999999999999,8,0.0,1
Hat,Accessories,Summer,0.9600000000000002,11,0.0,1
Jeans,Clothing,Summer,0.3600000000000001,49,0.6,0
Dress,Clothing,Summer,0.15999999999999992,34,0.6,2
Dress,Clothing,Summer,0.3600000000000001,4,0.6,1
Hoodie,Clothing,Summer,0.4800000000000002,4,1.0,1
Shorts,Clothing,Summer,0.2400000000000002,48,0.4,0
Sunglasses,Accessories,Summer,0.72,15,1.0,1
Sweater,Clothing,Summer,0.52,2,1.0,1
Gloves,Accessories,Summer,0.0,33,1.0,2
Coat,Outerwear,Summer,0.28000000000000025,37,0.6,0
Shoes,Footwear,Summer,0.3600000000000001,8,0.8000000000000002,1
Handbag,Accessories,Summer,0.11999999999999988,48,1.0,0
Sandals,Footwear,Summer,0.9600000000000002,32,0.4,2
Backpack,Accessories,Summer,0.9199999999999999,44,0.20000000000000007,0
Pants,Clothing,Summer,0.8,50,0.4,0
Hoodie,Clothing,Summer,0.2400000000000002,11,0.20000000000000007,1
Sandals,Footwear,Summer,0.52,27,0.20000000000000007,2
Belt,Accessories,Summer,0.52,31,0.8000000000000002,2
Shoes,Footwear,Summer,0.20000000000000018,36,0.8000000000000002,0
Gloves,Accessories,Summer,0.6399999999999999,34,1.0,2
Belt,Accessories,Summer,0.3600000000000001,15,0.0,1
T-shirt,Clothing,Summer,0.40000000000000013,18,0.4,2
Jewelry,Accessories,Summer,0.11999999999999988,11,0.6,1
Hoodie,Clothing,Summer,0.4800000000000002,4,0.8000000000000002,1
Shirt,Clothing,Summer,0.9600000000000002,11,0.8000000000000002,1
Jeans,Clothing,Summer,0.7600000000000002,17,0.0,1
Scarf,Accessories,Summer,0.2400000000000002,49,0.0,0
Sweater,Clothing,Summer,0.040000000000000036,21,0.0,2
Coat,Outerwear,Summer,0.7600000000000002,12,0.0,1
Hoodie,Clothing,Summer,0.32000000000000006,35,0.6,0
Dress,Clothing,Summer,0.08000000000000007,22,0.4,2
Jewelry,Accessories,Summer,0.32000000000000006,50,1.0,0
Hat,Accessories,Summer,0.040000000000000036,46,0.6,0
Sunglasses,Accessories,Summer,0.9600000000000002,32,0.8000000000000002,2
Coat,Outerwear,Summer,0.7600000000000002,48,0.6,0
Backpack,Accessories,Summer,0.32000000000000006,43,1.0,0
Coat,Outerwear,Summer,0.20000000000000018,30,0.4,2
Sunglasses,Accessories,Summer,0.28000000000000025,47,1.0,0
Shoes,Footwear,Summer,0.6399999999999999,4,0.8000000000000002,1
Sunglasses,Accessories,Summer,0.9199999999999999,11,0.8000000000000002,1
Belt,Accessories,Summer,0.9600000000000002,11,0.0,1
Sandals,Footwear,Summer,0.08000000000000007,10,1.0,1
Jewelry,Accessories,Summer,0.56,30,0.8000000000000002,2
T-shirt,Clothing,Summer,0.8399999999999999,2,0.0,1
Handbag,Accessories,Summer,0.9199999999999999,37,0.6,0
Pants,Clothing,Summer,0.8800000000000001,32,0.8000000000000002,2
Sneakers,Footwear,Summer,0.20000000000000018,30,0.0,2
Sneakers,Footwear,Summer,0.6800000000000002,7,0.0,1
Shirt,Clothing,Summer,0.6000000000000001,6,0.4,1
Shoes,Footwear,Summer,0.9199999999999999,6,0.0,1
Belt,Accessories,Summer,0.6000000000000001,41,0.20000000000000007,0
Scarf,Accessories,Summer,0.28000000000000025,9,0.8000000000000002,1
Pants,Clothing,Summer,0.20000000000000018,24,0.6,2
Socks,Clothing,Summer,0.44000000000000017,16,0.4,1
Scarf,Accessories,Summer,0.44000000000000017,37,0.8000000000000002,0
T-shirt,Clothing,Summer,0.11999999999999988,44,0.20000000000000007,0
Shorts,Clothing,Summer,0.40000000000000013,43,0.4,0
Jeans,Clothing,Summer,0.6399999999999999,27,0.20000000000000007,2
Blouse,Clothing,Summer,0.32000000000000006,11,1.0,1
Shirt,Clothing,Summer,0.9600000000000002,28,0.20000000000000007,2
Coat,Outerwear,Summer,0.6000000000000001,42,0.4,0
Socks,Clothing,Summer,0.56,17,0.20000000000000007,1
Shoes,Footwear,Summer,0.2400000000000002,46,0.8000000000000002,0
Boots,Footwear,Summer,0.6399999999999999,48,0.0,0
Shoes,Footwear,Summer,0.0,18,1.0,2
Pants,Clothing,Summer,0.4800000000000002,3,0.0,1
Shorts,Clothing,Summer,0.4800000000000002,18,1.0,2
Handbag,Accessories,Summer,0.44000000000000017,31,0.0,2
Hat,Accessories,Summer,0.7600000000000002,35,0.0,0
Socks,Clothing,Summer,0.6000000000000001,15,0.4,1
Socks,Clothing,Summer,0.56,2,0.6,1
Shirt,Clothing,Summer,0.11999999999999988,2,0.8000000000000002,1
Belt,Accessories,Summer,0.56,42,0.20000000000000007,0
Shirt,Clothing,Summer,0.8,21,0.0,2
Sandals,Footwear,Summer,0.8399999999999999,32,0.20000000000000007,2
Pants,Clothing,Summer,0.20000000000000018,14,0.8000000000000002,1
Blouse,Clothing,Summer,0.2400000000000002,10,0.20000000000000007,1
Coat,Outerwear,Summer,0.2400000000000002,43,0.20000000000000007,0
Dress,Clothing,Summer,0.7600000000000002,14,0.0,1
Blouse,Clothing,Summer,0.8800000000000001,41,0.4,0
Shoes,Footwear,Summer,0.040000000000000036,23,0.8000000000000002,2
Boots,Footwear,Summer,0.3600000000000001,49,0.20000000000000007,0
Jewelry,Accessories,Summer,0.52,11,0.8000000000000002,1
Backpack,Accessories,Summer,0.40000000000000013,1,0.6,1
Sunglasses,Accessories,Summer,0.3600000000000001,11,0.6,1
Sweater,Clothing,Summer,0.56,47,0.6,0
Coat,Outerwear,Summer,0.11999999999999988,28,0.4,2
Shorts,Clothing,Summer,0.20000000000000018,50,0.8000000000000002,0
Backpack,Accessories,Summer,0.40000000000000013,20,0.4,2
Blouse,Clothing,Summer,0.6000000000000001,47,0.4,0
Shirt,Clothing,Summer,0.9600000000000002,2,1.0,1
Scarf,Accessories,Summer,0.15999999999999992,41,0.0,0
Hat,Accessories,Summer,0.72,42,1.0,0
Sunglasses,Accessories,Summer,0.8800000000000001,33,0.20000000000000007,2
Dress,Clothing,Summer,0.0,25,1.0,2
Sunglasses,Accessories,Summer,0.2400000000000002,47,0.6,0
Hat,Accessories,Summer,0.6000000000000001,18,0.20000000000000007,2
Skirt,Clothing,Summer,0.11999999999999988,13,0.4,1
Shorts,Clothing,Summer,0.040000000000000036,43,0.20000000000000007,0
Socks,Clothing,Summer,0.8,3,0.8000000000000002,1
Boots,Footwear,Summer,0.3600000000000001,46,0.4,0
Shirt,Clothing,Summer,0.6399999999999999,23,0.0,2
Handbag,Accessories,Summer,0.040000000000000036,4,0.4,1
Jeans,Clothing,Summer,0.8399999999999999,45,0.0,0
Pants,Clothing,Summer,0.9199999999999999,35,0.0,0
Backpack,Accessories,Summer,0.9600000000000002,8,0.20000000000000007,1
Blouse,Clothing,Summer,0.9600000000000002,42,0.4,0
Sandals,Footwear,Summer,0.9600000000000002,3,0.8000000000000002,1
Sweater,Clothing,Summer,0.8399999999999999,21,0.8000000000000002,2
Boots,Footwear,Summer,0.9199999999999999,25,0.8000000000000002,2
Pants,Clothing,Summer,0.3600000000000001,3,0.0,1
Jeans,Clothing,Summer,0.28000000000000025,6,0.4,1
Hoodie,Clothing,Summer,0.20000000000000018,25,0.6,2
Boots,Footwear,Summer,0.44000000000000017,11,0.0,1
Sunglasses,Accessories,Summer,1.0,42,0.4,0
Sneakers,Footwear,Summer,0.9199999999999999,2,0.4,1
Jewelry,Accessories,Summer,0.9600000000000002,1,0.6,1
Shorts,Clothing,Summer,0.8,3,0.20000000000000007,1
Belt,Accessories,Summer,0.72,1,0.0,1
Gloves,Accessories,Summer,0.6800000000000002,13,0.8000000000000002,1
Jewelry,Accessories,Summer,0.8800000000000001,12,0.8000000000000002,1
Shorts,Clothing,Summer,0.7600000000000002,22,0.0,2
Skirt,Clothing,Summer,0.8399999999999999,26,0.20000000000000007,2
Jewelry,Accessories,Summer,0.6399999999999999,42,0.4,0
Shirt,Clothing,Summer,0.08000000000000007,10,0.4,1
Jacket,Outerwear,Summer,0.8,3,0.4,1
Sweater,Clothing,Summer,0.2400000000000002,46,0.8000000000000002,0
Jeans,Clothing,Summer,0.9199999999999999,22,0.6,2
Pants,Clothing,Summer,0.28000000000000025,20,0.8000000000000002,2
Belt,Accessories,Summer,0.20000000000000018,39,0.6,0
Dress,Clothing,Summer,0.8399999999999999,44,0.20000000000000007,0
Hat,Accessories,Summer,0.7600000000000002,39,0.4,0
Backpack,Accessories,Summer,0.08000000000000007,50,1.0,0
Socks,Clothing,Summer,0.32000000000000006,35,0.20000000000000007,0
Socks,Clothing,Summer,0.7600000000000002,6,0.8000000000000002,1
Jacket,Outerwear,Summer,0.2400000000000002,27,0.6,2
Shoes,Footwear,Summer,0.44000000000000017,16,0.4,1
Blouse,Clothing,Summer,0.3600000000000001,26,0.8000000000000002,2
Sunglasses,Accessories,Summer,0.040000000000000036,17,0.4,1
Sneakers,Footwear,Summer,0.52,17,0.20000000000000007,1
Hat,Accessories,Summer,0.40000000000000013,40,0.4,0
Dress,Clothing,Summer,0.4800000000000002,43,1.0,0
Sunglasses,Accessories,Summer,0.11999999999999988,40,0.4,0
Handbag,Accessories,Summer,0.4800000000000002,13,0.6,1
Scarf,Accessories,Summer,0.52,2,0.4,1
Backpack,Accessories,Summer,0.8,30,0.0,2
Skirt,Clothing,Summer,0.15999999999999992,29,1.0,2
Skirt,Clothing,Summer,0.3600000000000001,16,0.6,1
T-shirt,Clothing,Summer,0.72,25,1.0,2
Jacket,Outerwear,Summer,0.2400000000000002,6,0.6,1
Sneakers,Footwear,Summer,0.4800000000000002,30,0.20000000000000007,2
Scarf,Accessories,Summer,0.72,8,0.20000000000000007,1
Socks,Clothing,Summer,0.40000000000000013,33,0.8000000000000002,2
Sneakers,Footwear,Summer,0.08000000000000007,48,1.0,0
Shoes,Footwear,Summer,0.32000000000000006,10,0.0,1
Handbag,Accessories,Summer,0.4800000000000002,3,0.8000000000000002,1
Shorts,Clothing,Summer,0.72,17,0.8000000000000002,1
Sweater,Clothing,Summer,0.9199999999999999,25,0.0,2
Skirt,Clothing,Summer,0.7600000000000002,26,0.6,2
Jewelry,Accessories,Summer,0.6000000000000001,6,0.8000000000000002,1
T-shirt,Clothing,Summer,0.3600000000000001,22,0.8000000000000002,2
Sandals,Footwear,Summer,1.0,39,0.4,0
Scarf,Accessories,Summer,0.56,38,0.8000000000000002,0
Backpack,Accessories,Summer,0.40000000000000013,50,0.20000000000000007,0
Sneakers,Footwear,Summer,0.040000000000000036,45,0.8000000000000002,0
Shoes,Footwear,Summer,0.15999999999999992,29,0.0,2
Sweater,Clothing,Summer,0.56,7,0.8000000000000002,1
Gloves,Accessories,Summer,0.8800000000000001,50,0.0,0
Coat,Outerwear,Summer,0.44000000000000017,30,0.0,2
Sunglasses,Accessories,Summer,0.28000000000000025,40,0.20000000000000007,0
Gloves,Accessories,Summer,0.32000000000000006,50,0.20000000000000007,0
Hoodie,Clothing,Summer,0.3600000000000001,1,0.0,1
Scarf,Accessories,Summer,0.56,6,0.6,1
Coat,Outerwear,Summer,0.56,21,0.6,2
Scarf,Accessories,Summer,0.11999999999999988,36,0.0,0
Handbag,Accessories,Summer,0.4800000000000002,20,0.0,2
Boots,Footwear,Summer,0.9600000000000002,8,0.4,1
Pants,Clothing,Summer,0.040000000000000036,22,0.6,2
T-shirt,Clothing,Summer,0.9600000000000002,3,0.4,1
Sweater,Clothing,Summer,0.6000000000000001,1,0.8000000000000002,1
Gloves,Accessories,Summer,0.08000000000000007,21,0.4,2
Shirt,Clothing,Summer,0.40000000000000013,1,0.8000000000000002,1
Skirt,Clothing,Summer,0.2400000000000002,47,0.20000000000000007,0
Blouse,Clothing,Summer,0.6000000000000001,28,0.8000000000000002,2
Jeans,Clothing,Summer,0.32000000000000006,41,1.0,0
Pants,Clothing,Summer,0.9199999999999999,30,0.8000000000000002,2
Shoes,Footwear,Summer,0.3600000000000001,6,0.20000000000000007,1
Coat,Outerwear,Summer,0.28000000000000025,1,0.20000000000000007,1
Shoes,Footwear,Summer,0.40000000000000013,4,0.20000000000000007,1
Shirt,Clothing,Summer,0.08000000000000007,20,0.8000000000000002,2
Jeans,Clothing,Summer,1.0,48,1.0,0
Sneakers,Footwear,Summer,0.56,19,0.0,2
Jewelry,Accessories,Summer,0.3600000000000001,49,0.8000000000000002,0
